"","year","exports_world","ccode","exports","imports_world","imports","Population","rgdpo","GDP_world","GDP","rgdo","country_trade","trade_to_GDP","wld_trade","WTS","D","CTS","WTS_pop","Lietal","Alcala","Frankel"
"140","1983",2.19e+12,"AGO",NA,2.22e+12,NA,9931562,28620.84375,1.16229e+13,NA,28620843750,NA,NA,4.41e+12,NA,NA,NA,NA,NA,NA,NA
"141","1984",2.29e+12,"AGO",NA,2.34e+12,NA,10277321,28380.51172,1.20647e+13,NA,28380511720,NA,NA,4.63e+12,NA,NA,NA,NA,NA,NA,NA
"142","1985",2.31e+12,"AGO",2.43e+09,2.36e+12,2.042e+09,10609042,30968.04883,1.26888e+13,6684491979,30968048830,4.472e+09,66.901119996093,4.67e+12,0.000957601713062098,-0.747193147751606,16.9130615581043,9.02627883895736e-11,-0.693989997484977,144406.902241377,-1.4946524065044e+21
"143","1986",2.54e+12,"AGO",1.462e+09,2.61e+12,1.673e+09,10921037,27061.14844,1.50221e+13,6684491979,27061148440,3.135e+09,46.8995999972611,5.15e+12,0.00060873786407767,-0.839293203883495,7.53708445470547,5.57399323963164e-11,-0.749274222815756,115848.741857757,-1.04779411770825e+21
"144","1987",3.01e+12,"AGO",2.415e+09,3.06e+12,1.726e+09,11218268,29668.75195,1.70911e+13,6684491979,29668751950,4.141e+09,61.9493599963822,6.07e+12,0.000682207578253707,-0.819897199341021,11.1572532343797,6.081220187053e-11,-0.741399290491468,139574.458911474,-1.38402406425195e+21
"145","1988",3.43e+12,"AGO",2.62e+09,3.46e+12,2.506e+09,11513968,28204.39063,1.91405e+13,6684491979,28204390630,5.126e+09,76.6849599955216,6.89e+12,0.000743976777939042,-0.803590130624093,15.0616829758171,6.46151507403045e-11,-0.624753167139838,181744.752696329,-1.7132352942177e+21
"146","1989",3.71e+12,"AGO",3.164e+09,3.73e+12,2.513e+09,11827237,30350.27734,2.00923e+13,10026737968,30350277340,5.677e+09,56.6186133328502,7.44e+12,0.000763037634408602,-0.798558064516129,11.4053630541822,6.45152907994151e-11,-0.748871099478323,187049.361572654,-2.8460895722168e+21
"147","1990",4.33e+12,"AGO",3992400000,4.3e+12,3385500000,12171441,32667.02539,2.25945e+13,10026737968,32667025390,7377900000,73.5822559993721,8.63e+12,0.000854913093858633,-0.774302943221321,16.6072986101936,7.02392669741104e-11,-0.661909031033973,225851.60148247,-3.69881350270536e+21
"148","1991",4.43e+12,"AGO",3620600000,4.46e+12,3186300000,12553446,26304.02148,2.39274e+13,12118610904,26304021480,6806900000,56.16897888646,8.89e+12,0.000765680539932508,-0.797860337457818,11.353978437448,6.09936538487128e-11,-0.736567351727145,258777.921283845,-4.12450862812188e+21
"149","1992",4.77e+12,"AGO",3975659000,4.8e+12,4030416000,12968345,30015.3418,2.54099e+13,5684291719,30015341800,8006075000,140.84560391648,9.57e+12,0.000836580459770115,-0.77914275862069,31.1067715413967,6.45094235054754e-11,-0.290731757432395,266732.761310751,-2.27544329120965e+21
"150","1993",4.72e+12,"AGO",3006300000,4.72e+12,3024500000,13403734,27484.98438,2.58598e+13,5278182971,27484984380,6030800000,114.259017414423,9.44e+12,0.00063885593220339,-0.831342033898305,19.2706934858947,4.76625343507555e-11,-0.426776727116413,219421.627337305,-1.59158329307534e+21
"151","1994",5.3e+12,"AGO",3166800000,5.24e+12,3.017e+09,13841301,28932.92383,2.77684e+13,4059352153,28932923830,6183800000,152.334652597951,1.054e+13,0.000586698292220114,-0.84511165085389,23.5948628586428,4.238751055411e-11,-0.25663177107087,213728.831428649,-1.25511109218607e+21
"152","1995",6.34e+12,"AGO",3835758000,6.22e+12,3519068000,14268994,25601.49023,3.08735e+13,5039552482,25601490230,7354826000,145.94204597074,1.256e+13,0.000585575318471338,-0.845408115923567,22.5614558525861,4.10383043451653e-11,-0.301546986498136,287281.167382263,-1.85325158114891e+21
"153","1996",6.75e+12,"AGO",5362659000,6.56e+12,4463751000,14682284,34157.62109,3.15535e+13,7526446606,34157621090,9826410000,130.558423043439,1.331e+13,0.000738272727272727,-0.805096,25.4463588848583,5.02832343573198e-11,-0.40668598147981,287678.406353561,-3.69789750968322e+21
"154","1997",6.94e+12,"AGO",5145300000,6.72e+12,5202420000,15088981,33600.125,3.14364e+13,7648377413,33600125000,10347720000,135.293009761939,1.366e+13,0.000757519765739385,-0.800014781844802,27.0566020721146,5.02035071645584e-11,-0.319557528978143,307966.711433365,-3.95716339620242e+21
"155","1998",6.87e+12,"AGO",3664700000,6.7e+12,4714530000,15504318,38930.71875,3.13395e+13,6445041825,38930718750,8379230000,130.010482903266,1.357e+13,0.000617481945467944,-0.836984766396463,21.1936892413847,3.98264499907667e-11,-0.268297155232564,215234.402781223,-2.70022439056474e+21
"156","1999",7.12e+12,"AGO",5309510000,7.01e+12,5703640000,15949766,34551.40234,3.25117e+13,6152922943,34551402340,11013150000,178.990539976278,1.413e+13,0.000779416135881104,-0.794234140127389,36.8301423672819,4.88669323350013e-11,-0.0728301801664851,318746.830928194,-3.38815316548502e+21
"157","2000",7.94e+12,"AGO",8187990000,7.89e+12,5738980000,16440924,30508.32617,3.35678e+13,9129594819,30508326170,13926970000,152.547514715724,1.583e+13,0.000879783322804801,-0.767737202779533,35.4311124769045,5.35117930600981e-11,-0.371115242974542,456497.34837616,-6.35737965781842e+21
"158","2001",7.66e+12,"AGO",6736820000,7.63e+12,6697310000,16983266,36299.23828,3.33551e+13,8936063723,36299238280,13434130000,150.336103416795,1.529e+13,0.000878621975147155,-0.768043798561151,34.8713914876778,5.17345706736946e-11,-0.250262280863347,370093.9919558,-6.0024120871533e+21
"159","2002",8.01e+12,"AGO",8534680110,7.91e+12,7082116362,17572649,41151.66797,3.4636e+13,12497346670,41151667970,15616796472,124.960896775699,1.592e+13,0.000980954552261307,-0.741027998203015,32.3613735843493,5.5822804647228e-11,-0.432949582307834,379493.644908508,-9.75842596927085e+21
"160","2003",9.39e+12,"AGO",9709260556,9.24e+12,8801255130,18203369,43193.64063,3.88938e+13,14188949191,43193640630,18510515686,130.457269504786,1.863e+13,0.000993586456575416,-0.73769317546409,34.2198321014258,5.45825586777599e-11,-0.379345762732318,428547.244826211,-1.31322383283931e+22
"161","2004",1.14e+13,"AGO",13797769756,1.12e+13,10634512711,18865716,52226.07813,4.38057e+13,19640848729,52226078130,24432282467,124.395247904564,2.26e+13,0.00108107444544248,-0.714596346403186,35.5028582420441,5.73036531156558e-11,-0.458102901515605,467817.67541847,-2.39935382019273e+22
"162","2005",1.3e+13,"AGO",24286236865,1.28e+13,15144220834,19552542,70904.75781,4.74297e+13,28233712831,70904757810,39430457699,139.657359041019,2.58e+13,0.00152831231391473,-0.596525549126512,56.3481762495169,7.81643795428098e-11,-0.463016864021307,556104.539622854,-5.5663410973423e+22
"163","2006",1.49e+13,"AGO",33346469288,1.46e+13,16288817458,20262399,93890.46875,5.13642e+13,41789478661,93890468750,49635286746,118.774601493945,2.95e+13,0.00168255209308475,-0.555806247425627,52.7589359481212,8.30381483004429e-11,-0.609403669359492,528650.963264043,-1.03711637815229e+23
"164","2007",1.74e+13,"AGO",44706905587,1.69e+13,26304709815,20997687,106633.8516,5.78599e+13,60448921272,106633851600,71011615402,117.47375123945,3.43e+13,0.00207030948693878,-0.453438295448163,64.206653717532,9.85970258028313e-11,-0.563799269663787,665938.764627724,-2.14628777441652e+23
"165","2008",1.99e+13,"AGO",64243391220,1.95e+13,43121530792,21759420,131339.2188,6.34622e+13,84178032716,131339218800,107364922012,127.545059616953,3.94e+13,0.00272499802060914,-0.280600522559188,91.7558492385929,1.25233026459765e-10,-0.486407730279517,817462.773061659,-4.51888395883846e+23
"166","2009",1.59e+13,"AGO",41451146947,1.54e+13,41829350283,22549547,107551.7656,6.01683e+13,75492384801,107551765600,83280497230,110.316421251666,3.13e+13,0.00266071876134185,-0.297570247005751,77.4895365310174,1.17994333160744e-10,-0.444658296216896,774329.428860627,-3.14352167165289e+23
"167","2010",1.89e+13,"AGO",51451730499,1.83e+13,35421222361,23369131,142227.3125,6.59548e+13,82470913121,142227312500,86872952860,105.337687643329,3.72e+13,0.00233529443172043,-0.383482270025806,64.9425520665957,9.99307347680335e-11,-0.569250006628693,610803.588516095,-3.58224587394089e+23
"168","2011",2.25e+13,"AGO",68042543017,2.18e+13,43898332405,24218565,175879.9844,7.32805e+13,1.04116e+11,175879984400,111940875422,107.515535961812,4.43e+13,0.00252688206370203,-0.332903135182664,71.7232769592802,1.0433657253029e-10,-0.576950141282643,636461.708840133,-5.82741809271848e+23
"169","2012",2.28e+13,"AGO",71873279932,2.21e+13,45848189114,25096150,192991.5625,7.48902e+13,1.15398e+11,192991562500,117721469046,102.013439614205,4.49e+13,0.00262185899879733,-0.307829224317506,70.6107216278034,1.04472558491933e-10,-0.601154219173766,609982.465145335,-6.79241104248515e+23
"170","2013",2.35e+13,"AGO",69562221910,2.27e+13,49393072408,25998340,209682.5625,7.69896e+13,1.24912e+11,209682562500,118955294318,95.2312782743051,4.62e+13,0.00257478992030303,-0.32025546104,64.732941345139,9.90367046627989e-11,-0.602954590071524,567311.334331867,-7.42947186192501e+23
"171","2014",2.4e+13,"AGO",60851231670,2.32e+13,53537918142,26920466,213269.2656,7.90452e+13,1.26777e+11,213269265600,114389149812,90.2286296504887,4.72e+13,0.00242349893669492,-0.360196280712542,57.7286128365932,9.00244051011195e-11,-0.576096216156005,536360.21810355,-7.25095662285796e+23
"172","2015",2.13e+13,"AGO",34437293544,2.06e+13,37968764913,27859305,NA,7.47603e+13,1.02962e+11,NA,72406058457,70.3230885734543,4.19e+13,0.00172806822093079,-0.543789989674272,32.0820969642327,6.20284038288388e-11,-0.629857936986291,NA,-3.72753629542482e+23
"173","2016",2.08e+13,"AGO",28299767213,2.02e+13,25657029920,28813463,NA,7.58478e+13,95335111741,NA,53956797133,56.5969831551529,4.1e+13,0.00131601944226829,-0.652570867241171,19.6634407743609,4.56737686222684e-11,-0.729618409418631,NA,-2.57198864193051e+23
"174","2017",NA,"AGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","1960",NA,"ALB",NA,NA,NA,1608800,NA,1.36632e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","1961",NA,"ALB",NA,NA,NA,1659800,NA,1.4214e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","1962",NA,"ALB",NA,NA,NA,1711319,NA,1.52652e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","1963",NA,"ALB",NA,NA,NA,1762621,NA,1.64327e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","1964",NA,"ALB",NA,NA,NA,1814135,NA,1.80034e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","1965",NA,"ALB",NA,NA,NA,1864791,NA,1.96124e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","1966",NA,"ALB",NA,NA,NA,1914573,NA,2.12789e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","1967",NA,"ALB",NA,NA,NA,1965598,NA,2.2641e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","1968",NA,"ALB",NA,NA,NA,2022272,NA,2.44277e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","1969",NA,"ALB",NA,NA,NA,2081695,NA,2.69039e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","1970",NA,"ALB",NA,NA,NA,2135479,7078.473145,2.9574e+12,NA,7078473145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","1971",NA,"ALB",NA,NA,NA,2187853,7352.483398,3.26649e+12,NA,7352483398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","1972",NA,"ALB",NA,NA,NA,2243126,7657.089355,3.76726e+12,NA,7657089355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","1973",NA,"ALB",NA,NA,NA,2296752,7962.532227,4.59079e+12,NA,7962532227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","1974",NA,"ALB",NA,NA,NA,2350124,8304.625977,5.29546e+12,NA,8304625977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","1975",NA,"ALB",NA,NA,NA,2404831,8629.828125,5.89667e+12,NA,8629828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","1976",NA,"ALB",NA,NA,NA,2458526,8933.174805,6.41597e+12,NA,8933174805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","1977",1.37e+12,"ALB",NA,1.37e+12,NA,2513546,9319.794922,7.25697e+12,NA,9319794922,NA,NA,2.74e+12,NA,NA,NA,NA,NA,NA,NA
"193","1978",1.59e+12,"ALB",NA,1.59e+12,NA,2566266,9735.410156,8.54188e+12,NA,9735410156,NA,NA,3.18e+12,NA,NA,NA,NA,NA,NA,NA
"194","1979",2.02e+12,"ALB",NA,1.99e+12,NA,2617832,9966.977539,9.92464e+12,NA,9966977539,NA,NA,4.01e+12,NA,NA,NA,NA,NA,NA,NA
"195","1980",2.43e+12,"ALB",378100000,2.41e+12,371400000,2671997,10552.26465,1.11706e+13,NA,10552264650,749500000,NA,4.84e+12,0.000154855371900826,-0.959118181818182,NA,5.79549198224498e-11,NA,71027.4073726913,NA
"196","1981",2.42e+12,"ALB",4.3e+08,2.41e+12,402600000,2726056,10921.9502,1.14632e+13,NA,10921950200,832600000,NA,4.83e+12,0.000172380952380952,-0.954491428571429,NA,6.32345602514961e-11,NA,76231.807026551,NA
"197","1982",2.26e+12,"ALB",373100000,2.27e+12,459800000,2784278,10948.69238,1.13626e+13,NA,10948692380,832900000,NA,4.53e+12,0.000183863134657837,-0.951460132450331,NA,6.603619848946e-11,NA,76073.0113781861,NA
"198","1983",2.19e+12,"ALB",3.54e+08,2.22e+12,404900000,2843960,11347.64258,1.16229e+13,NA,11347642580,758900000,NA,4.41e+12,0.000172086167800454,-0.95456925170068,NA,6.05093488658257e-11,NA,66877.3266914087,NA
"199","1984",2.29e+12,"ALB",334500000,2.34e+12,372300000,2904429,11512.71191,1.20647e+13,1924242453,11512711910,706800000,36.7313380337317,4.63e+12,0.000152656587473002,-0.959698660907127,1.48032210943235,5.25599308755704e-11,-0.806361769132621,61393.0067498753,-6.800272828902e+19
"200","1985",2.31e+12,"ALB",318500000,2.36e+12,3.62e+08,2964762,11610.22559,1.26888e+13,1965384586,11610225590,680500000,34.6242666624841,4.67e+12,0.000145717344753747,-0.961530620985011,1.33197403735516,4.91497613480432e-11,-0.815657239029747,58612.1255547456,-6.687221053865e+19
"201","1986",2.54e+12,"ALB",327300000,2.61e+12,336300000,3022635,12164.22559,1.50221e+13,2173750013,12164225590,663600000,30.5278894091489,5.15e+12,0.000128854368932039,-0.965982446601942,1.03848410810574,4.26298143613234e-11,-0.845145694233905,54553.4111555391,-7.212502543134e+19
"202","1987",3.01e+12,"ALB",333500000,3.06e+12,335600000,3083605,12453.25391,1.70911e+13,2156624900,12453253910,669100000,31.025330366908,6.07e+12,0.000110230642504119,-0.970899110378913,0.902864714465161,3.57473290204545e-11,-0.844260292204545,53728.9293895076,-7.21498860295e+19
"203","1988",3.43e+12,"ALB",374200000,3.46e+12,408500000,3142336,12197.375,1.91405e+13,2.126e+09,12197375000,782700000,36.8156161806209,6.89e+12,0.000113599419448476,-0.970009753265602,1.1041094129357,3.6151264361442e-11,-0.807744053620621,64169.544676621,-8.320101e+19
"204","1989",3.71e+12,"ALB",433900000,3.73e+12,483700000,3227943,13172.11719,2.00923e+13,2335124988,13172117190,917600000,39.2955411258697,7.44e+12,0.000123333333333333,-0.96744,1.27946281905832,3.82080270108033e-11,-0.792742833695396,69662.3015696082,-1.0713553444944e+20
"205","1990",4.33e+12,"ALB",353600000,4.3e+12,4.85e+08,3286542,12953.47656,2.25945e+13,2101624963,12953476560,838600000,39.9024571350221,8.63e+12,9.71726535341831e-05,-0.974346419466976,1.02364089757884,2.95668375861873e-11,-0.769133175062297,64739.3768086612,-8.812113469859e+19
"206","1991",4.43e+12,"ALB",82200000,4.46e+12,314400000,3266790,11796.7793,2.39274e+13,1139166646,11796779300,396600000,34.8149238210754,8.89e+12,4.46119235095613e-05,-0.988222452193476,0.410034429683213,1.36561956873755e-11,-0.723961164044701,33619.3455785004,-2.258967459018e+19
"207","1992",4.77e+12,"ALB",90300000,4.8e+12,629600000,3247039,10727.87988,2.54099e+13,709452583.9,10727879880,719900000,101.472602445475,9.57e+12,7.52246603970742e-05,-0.980140689655172,2.01517590346201,2.31671564145285e-11,-0.112527288739618,67105.5239294868,-25536745757480501248
"208","1993",4.72e+12,"ALB",189200000,4.72e+12,763400000,3227287,12253.47168,2.58598e+13,1228071038,12253471680,952600000,77.5688026607464,9.44e+12,0.000100911016949153,-0.973359491525424,2.06647234464634,3.1268064150834e-11,-0.378327232746232,77741.2332502326,-5.849302353994e+19
"209","1994",5.3e+12,"ALB",220400000,5.24e+12,733500000,3207536,13723.41895,2.77684e+13,1985673798,13723418950,953900000,48.0391089896428,1.054e+13,9.05028462998102e-05,-0.97610724857685,1.14778648967914,2.82156915151725e-11,-0.630532470594562,69508.9178196371,-9.470671179561e+19
"210","1995",6.34e+12,"ALB",303700000,6.22e+12,836200000,3187784,14835.13086,3.08735e+13,2424499009,14835130860,1139900000,47.0158987802663,1.256e+13,9.07563694267516e-05,-0.976040318471338,1.12648596155901,2.8470049861205e-11,-0.655025474111461,76837.8796761082,-1.38184321017955e+20
"211","1996",6.75e+12,"ALB",372900000,6.56e+12,1111400000,3168033,17523.03906,3.15535e+13,3314898292,17523039060,1484300000,44.7766377503084,1.331e+13,0.000111517655897821,-0.970559338842975,1.31825381975768,3.52009135945936e-11,-0.664620705230276,84705.6263994883,-2.4601517674078e+20
"212","1997",6.94e+12,"ALB",99380000,6.72e+12,685812500,3148281,14202.04785,3.14364e+13,2359903108,14202047850,785192500,33.2722346666785,1.366e+13,5.7481149341142e-05,-0.984824976573939,0.504906940504261,1.82579475406236e-11,-0.709314482640861,55287.2732364438,-92648911056414507008
"213","1998",6.87e+12,"ALB",137130000,6.7e+12,783460000,3128530,13965.50488,3.13395e+13,2707123772,13965504880,920590000,34.006202801724,1.357e+13,6.78400884303611e-05,-0.982090216654385,0.609043724585933,2.16843336743969e-11,-0.710506829797911,65918.8484705896,-1.24607553663274e+20
"214","1999",7.12e+12,"ALB",389500000,7.01e+12,946200000,3108778,15998.45605,3.25117e+13,3414760915,15998456050,1335700000,39.1154764051761,1.413e+13,9.45293701344657e-05,-0.975044246284501,0.976156195631985,3.04072436611639e-11,-0.722803826711706,83489.306457169,-2.28054807708275e+20
"215","2000",7.94e+12,"ALB",554500000,7.89e+12,1350300000,3089027,16415.78906,3.35678e+13,3632043908,16415789060,1904800000,52.4442999107047,1.583e+13,0.000120328490208465,-0.968233278584965,1.66598346506989,3.89535249152775e-11,-0.628117659856545,116034.629406964,-3.4591586179792e+20
"216","2001",7.66e+12,"ALB",658200000,7.63e+12,1595100000,3060173,16868.88477,3.33551e+13,4060758804,16868884770,2253300000,55.4896291249905,1.529e+13,0.000147370830608241,-0.961094100719424,2.15887392185337,4.81576795195045e-11,-0.60706989824991,133577.295163419,-4.5750539065266e+20
"217","2002",8.01e+12,"ALB",667180000,7.91e+12,1827510000,3051010,16754.83398,3.4636e+13,4435078648,16754833980,2494690000,56.2490588780197,1.592e+13,0.000156701633165829,-0.958630768844221,2.32698031901982,5.13605767158512e-11,-0.587813870039296,148893.746304969,-5.53207317618956e+20
"218","2003",9.39e+12,"ALB",846770660.9,9.24e+12,2265931867,3039616,17371.5,3.88938e+13,5746945913,17371500000,3112702527.9,54.1627252982988,1.863e+13,0.000167080114219002,-0.955890849846184,2.38907178292257,5.49675071518908e-11,-0.605567710267003,179184.441637164,-8.94426653554984e+20
"219","2004",1.14e+13,"ALB",1249817714,1.12e+13,2892746702,3026939,18018.32617,4.38057e+13,7314865176,18018326170,4142564416,56.6321362913388,2.26e+13,0.000183299310442478,-0.951608982043186,2.74048672420692,6.05559974754952e-11,-0.604371632260929,229908.393094651,-1.51511500929676e+21
"220","2005",1.3e+13,"ALB",1460772257,1.28e+13,3500349094,3011487,19110.42188,4.74297e+13,8158548717,19110421880,4961121351,60.8088708309419,2.58e+13,0.000192291525232558,-0.949235037338605,3.08696005721438,6.38526831537238e-11,-0.57078733044446,259602.921492385,-2.02377751165412e+21
"221","2006",1.49e+13,"ALB",1869570000,1.46e+13,4073120000,2992547,20541.27148,5.13642e+13,8992642349,20541271480,5942690000,66.0839135969956,2.95e+13,0.000201447118644068,-0.946817960677966,3.51447729146931,6.73162756154098e-11,-0.546885749665392,289304.87607771,-2.67202428804894e+21
"222","2007",1.74e+13,"ALB",2464390000,1.69e+13,5344130000,2970017,21887.41797,5.78599e+13,10701011897,21887417970,7808520000,72.9699216780527,3.43e+13,0.000227653644314869,-0.939899437900875,4.38553330918012,7.66506199509527e-11,-0.500410879742503,356758.39017205,-4.17795327089812e+21
"223","2008",1.99e+13,"ALB",3278700000,1.95e+13,6731600000,2947314,24689.75781,6.34622e+13,12881352688,24689757810,10010300000,77.7115590455449,3.94e+13,0.000254068527918782,-0.932925908629442,5.21243221196942,8.62034136569031e-11,-0.477212154768558,405443.426259352,-6.44731024063432e+21
"224","2009",1.59e+13,"ALB",3059100000,1.54e+13,6023440000,2927519,26575.70117,6.01683e+13,12044212904,26575701170,9082540000,75.4099921048689,3.13e+13,0.000290176996805112,-0.923393272843451,5.77691269005524,9.91204486820109e-11,-0.499689103551862,341761.06744656,-5.46960227345481e+21
"225","2010",1.89e+13,"ALB",3325670000,1.83e+13,5784910000,2913021,26685.54688,6.59548e+13,11926953259,26685546880,9110580000,76.3864819636584,3.72e+13,0.000244908064516129,-0.935344270967742,4.93882367956976,8.40735664164896e-11,-0.51479085328853,341405.032505746,-5.43307309111901e+21
"226","2011",2.25e+13,"ALB",3776520000,2.18e+13,6709090000,2905195,27369.60547,7.32805e+13,12890867539,27369605470,10485610000,81.3413834893335,4.43e+13,0.000236695485327314,-0.937512391873589,5.08282849594158,8.14731834962244e-11,-0.47937114171115,383111.477857923,-6.75843047878069e+21
"227","2012",2.28e+13,"ALB",3557580000,2.21e+13,5854960000,2900401,30245.42578,7.48902e+13,12319784787,30245425780,9412540000,76.401821644906,4.49e+13,0.000209633407572383,-0.944656780400891,4.228322793066,7.22773877034186e-11,-0.524586933706638,311205.405685646,-5.79802335495145e+21
"228","2013",2.35e+13,"ALB",3676660000,2.27e+13,6008040000,2895092,29925.31445,7.69896e+13,12776277515,29925314450,9684700000,75.802204426365,4.62e+13,0.000209625541125541,-0.944658857142857,4.19498062404581,7.24072123184828e-11,-0.529584404231314,323629.013696128,-6.18672074247603e+21
"229","2014",2.4e+13,"ALB",3733340000,2.32e+13,6239050000,2889104,31845.375,7.90452e+13,13228244357,31845375000,9972390000,75.3871014993982,4.72e+13,0.000211279449152542,-0.944222225423729,4.20492475339191,7.31297485838317e-11,-0.528186539097769,313150.339727511,-6.59586058716516e+21
"230","2015",2.13e+13,"ALB",3105180000,2.06e+13,5068980000,2880703,NA,7.47603e+13,11335264967,NA,8174160000,72.1126504214694,4.19e+13,0.000195087350835322,-0.948496939379475,3.71402220616367,6.77221327000118e-11,-0.552661655104298,NA,-4.63281347413264e+21
"231","2016",2.08e+13,"ALB",3439970000,2.02e+13,5441930000,2876101,NA,7.58478e+13,11863865978,NA,8881900000,74.8651410633796,4.1e+13,0.000216631707317073,-0.942809229268293,4.28159511835267,7.53213142782792e-11,-0.541145717813056,NA,-5.26868356149991e+21
"232","2017",NA,"ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","1960",NA,"AND",NA,NA,NA,13411,NA,1.36632e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","1961",NA,"AND",NA,NA,NA,14375,NA,1.4214e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","1962",NA,"AND",NA,NA,NA,15370,NA,1.52652e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","1963",NA,"AND",NA,NA,NA,16412,NA,1.64327e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","1964",NA,"AND",NA,NA,NA,17469,NA,1.80034e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","1965",NA,"AND",NA,NA,NA,18549,NA,1.96124e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","1966",NA,"AND",NA,NA,NA,19647,NA,2.12789e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","1967",NA,"AND",NA,NA,NA,20758,NA,2.2641e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","1968",NA,"AND",NA,NA,NA,21890,NA,2.44277e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","1969",NA,"AND",NA,NA,NA,23058,NA,2.69039e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","1970",NA,"AND",NA,NA,NA,24276,NA,2.9574e+12,78619206.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","1971",NA,"AND",NA,NA,NA,25559,NA,3.26649e+12,89409820.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","1972",NA,"AND",NA,NA,NA,26892,NA,3.76726e+12,113408231.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","1973",NA,"AND",NA,NA,NA,28232,NA,4.59079e+12,150820102.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","1974",NA,"AND",NA,NA,NA,29520,NA,5.29546e+12,186558696.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","1975",NA,"AND",NA,NA,NA,30705,NA,5.89667e+12,220127246.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","1976",NA,"AND",NA,NA,NA,31777,NA,6.41597e+12,227281024.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","1977",1.37e+12,"AND",NA,1.37e+12,NA,32771,NA,7.25697e+12,254020153.3,NA,NA,NA,2.74e+12,NA,NA,NA,NA,NA,NA,NA
